Emotion,Text,
Positive,great product top line mirrorless camera light weight great picture quality makes best class camera available market very fast operation 10 fps 4k quality shoots great interfaced 64128 gb 2 slots iso boost great high value like 64k images get sensitive 12800 iso supports various presets lot quick menu options 3 function buttonsread full review,
Positive,good standard mirrorless cameras right canon nikon can’t compete quite yet battery life very good mirrorless system current problem sandisk uhs1 sd cards not work make sure get uhsii card buy camera least wait sony releases fix issueread full review,
Positive,a7iii best camera way better z6 canon eos r comes autofocus  pics look focus nailed obviously sony way mean way keepers  learn menu camera easy useread full review,
Positive,outstanding mirrorless camera  excellent imagesbetter expected    several converters allow use existing lens sony a7iii  converters also transmit auto focus  aperture  exif information auto focus fast track wildlife including birds short comings previous versions corrected improvements made  video results very professional looking tooread full review,
Positive,solid camera amazing picture video quality amazing camera unreal picture video quality  unfortunately still 30 minute video taping maximum hasnt corrected camera simply stops taping video 30 minutes sony fix problem firmware update chosen not fix problem yetread full review,
Positive,outstanding camera rated best camera 2019 stands hype simply very advanced user friendly camera take time use owners manual,
Positive,excellent consumer product always bought canon videos since switching sony really no complaintsvariety settings profiles adjust youre preferencesgreat all around buy priceread full review,
Positive,great trustworthy company got new camera described fair price quick free shipping love can’t wait learn sony,
Positive,excellent camera excellent camera takes beautiful pictures ,
Positive,best camera i’ve owned great camera amazing color rendition,
Positive,amazing everything reviews state great quality nice size,
Positive,great camera very first camera im definitely no professional love,
Positive,lightweight great features great camera want upgrade camera something better quality wont brake bank,
Positive,sony a7iii camera amazing love camera far couple hours everything working great shipping quick couldn’t happier 😄,
